Latitude (decimal degrees):	22.214
Longitude (decimal degrees):	77.492
Elevation (m):	532
Radiation database:	PVGIS-SARAH


Slope: 26 deg. (optimum)
Azimuth: -4 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20151005:2248,0.0,0.0,0.0,0.0,0.0,23.89,1.66,0.0
20151005:2348,0.0,0.0,0.0,0.0,0.0,23.78,1.63,0.0
20151006:0048,0.0,0.0,0.0,0.0,0.46,24.8,1.27,0.0
20151006:0148,169310.0,148.81,89.96,1.93,14.18,25.83,0.92,0.0
20151006:0248,376750.0,347.16,147.93,4.24,27.59,26.86,0.57,0.0
20151006:0348,533120.0,517.38,194.82,6.28,40.34,28.76,0.91,0.0
20151006:0448,656930.0,707.21,195.43,8.05,51.75,30.66,1.26,0.0
20151006:0548,726240.0,833.7,184.37,9.17,60.16,32.56,1.6,0.0
20151006:0648,744840.0,854.24,185.65,9.44,62.64,32.92,2.08,0.0
20151006:0748,694570.0,737.35,215.77,8.73,57.79,33.28,2.56,0.0
20151006:0848,620180.0,662.19,172.58,7.66,48.08,33.64,3.03,0.0
20151006:0948,476790.0,482.66,149.83,5.83,36.1,32.62,2.55,0.0
20151006:1048,280630.0,258.49,122.07,3.53,23.07,31.59,2.06,0.0
20151006:1148,32990.0,0.0,57.76,0.64,9.53,30.56,1.57,0.0
20151006:1248,0.0,0.0,0.0,0.0,0.0,29.06,1.48,0.0
20151006:1348,0.0,0.0,0.0,0.0,0.0,27.55,1.39,0.0
20151006:1448,0.0,0.0,0.0,0.0,0.0,26.04,1.3,0.0
20151006:1548,0.0,0.0,0.0,0.0,0.0,25.43,1.38,0.0
20151006:1648,0.0,0.0,0.0,0.0,0.0,24.82,1.46,0.0
20151006:1748,0.0,0.0,0.0,0.0,0.0,24.21,1.54,0.0
20151006:1848,0.0,0.0,0.0,0.0,0.0,23.74,1.55,0.0
20151006:1948,0.0,0.0,0.0,0.0,0.0,23.28,1.56,0.0
20151006:2048,0.0,0.0,0.0,0.0,0.0,22.81,1.57,0.0
20151006:2148,0.0,0.0,0.0,0.0,0.0,22.63,1.33,0.0
20151006:2248,0.0,0.0,0.0,0.0,0.0,22.45,1.09,0.0
20151006:2348,0.0,0.0,0.0,0.0,0.0,22.27,0.84,0.0
20151007:0048,0.0,0.0,0.0,0.0,0.38,24.05,0.78,0.0
20151007:0148,159540.0,131.1,94.22,1.84,14.09,25.84,0.72,0.0
20151007:0248,375800.0,346.79,148.3,4.22,27.47,27.62,0.66,0.0
20151007:0348,548100.0,569.15,167.47,6.43,40.18,29.36,0.87,0.0
20151007:0448,660430.0,734.0,180.04,8.11,51.52,31.11,1.08,0.0
20151007:0548,712790.0,802.39,203.78,9.04,59.83,32.85,1.28,0.0
20151007:0648,740070.0,853.67,184.93,9.4,62.25,32.84,1.77,0.0
20151007:0748,700370.0,764.53,199.57,8.79,57.42,32.83,2.27,0.0
20151007:0848,619750.0,660.34,172.96,7.62,47.77,32.81,2.76,0.0
20151007:0948,473550.0,471.71,155.31,5.76,35.83,31.95,2.38,0.0
20151007:1048,277620.0,251.48,124.33,3.47,22.83,31.08,2.0,0.0
20151007:1148,32370.0,0.0,56.84,0.63,9.31,30.21,1.61,0.0
20151007:1248,0.0,0.0,0.0,0.0,0.0,28.79,1.4,0.0
20151007:1348,0.0,0.0,0.0,0.0,0.0,27.36,1.18,0.0
20151007:1448,0.0,0.0,0.0,0.0,0.0,25.94,0.97,0.0
20151007:1548,0.0,0.0,0.0,0.0,0.0,25.36,0.96,0.0
20151007:1648,0.0,0.0,0.0,0.0,0.0,24.77,0.96,0.0
20151007:1748,0.0,0.0,0.0,0.0,0.0,24.19,0.95,0.0
20151007:1848,0.0,0.0,0.0,0.0,0.0,23.86,0.98,0.0
20151007:1948,0.0,0.0,0.0,0.0,0.0,23.54,1.01,0.0
20151007:2048,0.0,0.0,0.0,0.0,0.0,23.21,1.03,0.0
20151007:2148,0.0,0.0,0.0,0.0,0.0,22.99,1.47,0.0
20151007:2248,0.0,0.0,0.0,0.0,0.0,22.77,1.91,0.0
20151007:2348,0.0,0.0,0.0,0.0,0.0,22.56,2.34,0.0
20151008:0048,0.0,0.0,0.0,0.0,0.3,24.18,1.99,0.0
20151008:0148,168730.0,146.46,90.41,1.89,13.99,25.81,1.64,0.0
20151008:0248,387070.0,367.43,138.65,4.27,27.35,27.44,1.28,0.0
20151008:0348,553970.0,558.62,173.04,6.37,40.02,29.09,1.89,0.0
20151008:0448,670590.0,706.61,196.22,8.0,51.28,30.74,2.51,0.0
20151008:0548,737490.0,801.65,204.17,9.01,59.51,32.39,3.12,0.0
20151008:0648,746440.0,805.62,213.74,9.22,61.86,32.64,3.26,0.0
20151008:0748,710540.0,763.81,198.89,8.75,57.06,32.88,3.39,0.0
20151008:0848,623210.0,659.6,172.27,7.58,47.46,33.12,3.53,0.0
20151008:0948,474150.0,470.73,154.65,5.72,35.57,32.17,2.91,0.0
20151008:1048,283940.0,269.25,114.91,3.51,22.6,31.21,2.28,0.0
20151008:1148,28990.0,0.0,52.26,0.58,9.09,30.25,1.66,0.0
20151008:1248,0.0,0.0,0.0,0.0,0.0,28.79,1.34,0.0
20151008:1348,0.0,0.0,0.0,0.0,0.0,27.32,1.02,0.0
20151008:1448,0.0,0.0,0.0,0.0,0.0,25.85,0.7,0.0
20151008:1548,0.0,0.0,0.0,0.0,0.0,25.73,0.79,0.0
20151008:1648,0.0,0.0,0.0,0.0,0.0,25.61,0.88,0.0
20151008:1748,0.0,0.0,0.0,0.0,0.0,25.49,0.97,0.0
20151008:1848,0.0,0.0,0.0,0.0,0.0,24.98,1.43,0.0
20151008:1948,0.0,0.0,0.0,0.0,0.0,24.47,1.9,0.0
20151008:2048,0.0,0.0,0.0,0.0,0.0,23.96,2.37,0.0
20151008:2148,0.0,0.0,0.0,0.0,0.0,23.98,2.05,0.0
20151008:2248,0.0,0.0,0.0,0.0,0.0,23.99,1.73,0.0
20151008:2348,0.0,0.0,0.0,0.0,0.0,24.01,1.41,0.0
20151009:0048,0.0,0.0,0.0,0.0,0.21,25.15,1.43,0.0
20151009:0148,158100.0,128.31,94.57,1.79,13.9,26.3,1.45,0.0
20151009:0248,379640.0,347.24,148.01,4.18,27.22,27.45,1.48,0.0
20151009:0348,553200.0,558.7,173.44,6.35,39.85,29.25,1.81,0.0
20151009:0448,665630.0,706.88,195.54,7.97,51.05,31.05,2.14,0.0
20151009:0548,728430.0,800.9,204.56,8.98,59.18,32.85,2.47,0.0
20151009:0648,748480.0,851.35,186.75,9.34,61.47,32.99,2.46,0.0
20151009:0748,707840.0,791.26,182.49,8.81,56.7,33.13,2.46,0.0
20151009:0848,610380.0,645.36,179.93,7.5,47.16,33.27,2.46,0.0
20151009:0948,461010.0,442.7,169.2,5.59,35.3,32.31,2.27,0.0
20151009:1048,272040.0,243.97,124.88,3.37,22.36,31.35,2.08,0.0
20151009:1148,30990.0,0.0,55.01,0.61,8.88,30.38,1.89,0.0
20151009:1248,0.0,0.0,0.0,0.0,0.0,29.2,1.91,0.0
20151009:1348,0.0,0.0,0.0,0.0,0.0,28.02,1.94,0.0
20151009:1448,0.0,0.0,0.0,0.0,0.0,26.84,1.96,0.0
20151009:1548,0.0,0.0,0.0,0.0,0.0,26.74,2.06,0.0
20151009:1648,0.0,0.0,0.0,0.0,0.0,26.64,2.16,0.0
20151009:1748,0.0,0.0,0.0,0.0,0.0,26.55,2.26,0.0
20151009:1848,0.0,0.0,0.0,0.0,0.0,26.29,2.38,0.0
20151009:1948,0.0,0.0,0.0,0.0,0.0,26.04,2.5,0.0
20151009:2048,0.0,0.0,0.0,0.0,0.0,25.79,2.62,0.0
20151009:2148,0.0,0.0,0.0,0.0,0.0,25.22,2.34,0.0
20151009:2248,0.0,0.0,0.0,0.0,0.0,24.65,2.06,0.0
20151009:2348,0.0,0.0,0.0,0.0,0.0,24.09,1.78,0.0
20151010:0048,0.0,0.0,0.0,0.0,0.13,25.08,1.56,0.0
20151010:0148,166970.0,143.96,90.84,1.85,13.79,26.08,1.34,0.0
20151010:0248,398060.0,395.65,125.0,4.32,27.09,27.08,1.12,0.0
20151010:0348,551130.0,558.76,173.85,6.33,39.68,28.9,1.38,0.0
20151010:0448,661710.0,707.14,195.96,7.95,50.81,30.72,1.64,0.0
20151010:0548,722320.0,801.28,203.88,8.95,58.85,32.54,1.9,0.0
20151010:0648,743950.0,850.74,186.03,9.3,61.09,32.88,2.14,0.0
20151010:0748,701650.0,774.79,191.27,8.72,56.34,33.21,2.38,0.0
20151010:0848,507840.0,365.73,314.19,6.37,46.85,33.54,2.62,0.0
20151010:0948,442020.0,392.87,193.26,5.36,35.04,32.48,2.37,0.0
20151010:1048,271050.0,242.43,125.26,3.34,22.13,31.42,2.11,0.0
20151010:1148,29650.0,0.0,53.18,0.59,8.66,30.35,1.86,0.0
20151010:1248,0.0,0.0,0.0,0.0,0.0,28.98,2.07,0.0
20151010:1348,0.0,0.0,0.0,0.0,0.0,27.6,2.29,0.0
20151010:1448,0.0,0.0,0.0,0.0,0.0,26.23,2.5,0.0
20151010:1548,0.0,0.0,0.0,0.0,0.0,25.89,2.36,0.0
20151010:1648,0.0,0.0,0.0,0.0,0.0,25.55,2.23,0.0
20151010:1748,0.0,0.0,0.0,0.0,0.0,25.22,2.1,0.0
20151010:1848,0.0,0.0,0.0,0.0,0.0,24.86,2.17,0.0
20151010:1948,0.0,0.0,0.0,0.0,0.0,24.5,2.23,0.0
20151010:2048,0.0,0.0,0.0,0.0,0.0,24.14,2.3,0.0
20151010:2148,0.0,0.0,0.0,0.0,0.0,23.83,2.35,0.0
20151010:2248,0.0,0.0,0.0,0.0,0.0,23.51,2.4,0.0
20151010:2348,0.0,0.0,0.0,0.0,0.0,23.2,2.46,0.0
20151011:0048,0.0,0.0,0.0,0.0,0.0,24.61,2.06,0.0
20151011:0148,139520.0,96.54,100.43,1.63,13.69,26.02,1.66,0.0
20151011:0248,379040.0,347.65,147.71,4.14,26.96,27.43,1.27,0.0
20151011:0348,527090.0,488.07,209.84,6.06,39.5,28.99,1.5,0.0
20151011:0448,662940.0,706.22,196.34,7.92,50.57,30.55,1.73,0.0
20151011:0548,724410.0,800.51,204.27,8.92,58.53,32.11,1.96,0.0
20151011:0648,739470.0,850.12,186.41,9.27,60.71,32.42,1.71,0.0
20151011:0748,699260.0,803.59,173.68,8.78,55.98,32.73,1.47,0.0
20151011:0848,604480.0,666.39,166.07,7.5,46.55,33.04,1.23,0.0
20151011:0948,458310.0,456.33,159.84,5.57,34.78,32.31,1.17,0.0
20151011:1048,265270.0,236.23,126.46,3.27,21.9,31.57,1.12,0.0
20151011:1148,30220.0,0.0,54.09,0.6,8.45,30.83,1.06,0.0
20151011:1248,0.0,0.0,0.0,0.0,0.0,29.19,1.35,0.0
20151011:1348,0.0,0.0,0.0,0.0,0.0,27.54,1.64,0.0
20151011:1448,0.0,0.0,0.0,0.0,0.0,25.89,1.93,0.0
20151011:1548,0.0,0.0,0.0,0.0,0.0,25.44,1.97,0.0
20151011:1648,0.0,0.0,0.0,0.0,0.0,24.99,2.0,0.0
20151011:1748,0.0,0.0,0.0,0.0,0.0,24.55,2.04,0.0
20151011:1848,0.0,0.0,0.0,0.0,0.0,24.26,2.07,0.0
20151011:1948,0.0,0.0,0.0,0.0,0.0,23.98,2.1,0.0
20151011:2048,0.0,0.0,0.0,0.0,0.0,23.7,2.12,0.0
20151011:2148,0.0,0.0,0.0,0.0,0.0,23.49,2.12,0.0
20151011:2248,0.0,0.0,0.0,0.0,0.0,23.28,2.11,0.0
20151011:2348,0.0,0.0,0.0,0.0,0.0,23.07,2.11,0.0
20151012:0048,0.0,0.0,0.0,0.0,0.0,24.43,2.06,0.0
20151012:0148,157300.0,125.27,95.19,1.74,13.59,25.79,2.0,0.0
20151012:0248,370710.0,321.87,158.77,4.03,26.83,27.15,1.94,0.0
20151012:0348,550380.0,538.39,184.99,6.22,39.33,28.8,2.13,0.0
20151012:0448,669180.0,705.29,196.73,7.89,50.32,30.46,2.32,0.0
20151012:0548,730980.0,799.72,204.66,8.89,58.2,32.11,2.51,0.0
20151012:0648,747780.0,848.34,186.76,9.23,60.33,32.46,2.4,0.0
20151012:0748,693020.0,743.75,208.81,8.56,55.62,32.81,2.28,0.0
20151012:0848,602230.0,628.1,188.37,7.35,46.25,33.16,2.17,0.0
20151012:0948,452590.0,430.08,172.26,5.43,34.53,32.38,2.0,0.0
20151012:1048,206840.0,119.05,163.69,2.68,21.68,31.6,1.83,0.0
20151012:1148,25580.0,0.0,47.68,0.53,8.25,30.81,1.67,0.0
20151012:1248,0.0,0.0,0.0,0.0,0.0,29.19,1.84,0.0
20151012:1348,0.0,0.0,0.0,0.0,0.0,27.57,2.02,0.0
20151012:1448,0.0,0.0,0.0,0.0,0.0,25.95,2.19,0.0
20151012:1548,0.0,0.0,0.0,0.0,0.0,25.48,2.06,0.0
20151012:1648,0.0,0.0,0.0,0.0,0.0,25.0,1.92,0.0
20151012:1748,0.0,0.0,0.0,0.0,0.0,24.53,1.78,0.0
20151012:1848,0.0,0.0,0.0,0.0,0.0,24.08,1.88,0.0
20151012:1948,0.0,0.0,0.0,0.0,0.0,23.64,1.97,0.0
20151012:2048,0.0,0.0,0.0,0.0,0.0,23.2,2.07,0.0
20151012:2148,0.0,0.0,0.0,0.0,0.0,22.98,2.01,0.0
20151012:2248,0.0,0.0,0.0,0.0,0.0,22.75,1.96,0.0
20151012:2348,0.0,0.0,0.0,0.0,0.0,22.53,1.9,0.0
20151013:0048,0.0,0.0,0.0,0.0,0.0,23.9,1.66,0.0
20151013:0148,176020.0,160.52,85.43,1.86,13.48,25.28,1.42,0.0
20151013:0248,396290.0,387.55,129.19,4.23,26.69,26.65,1.17,0.0
20151013:0348,557760.0,579.47,162.39,6.32,39.15,28.3,1.2,0.0
20151013:0448,666150.0,732.61,181.25,7.95,50.08,29.95,1.22,0.0
20151013:0548,714790.0,798.91,203.95,8.85,57.87,31.59,1.24,0.0
20151013:0648,737310.0,847.69,187.14,9.2,59.95,32.24,1.6,0.0
20151013:0748,703300.0,800.06,174.39,8.7,55.27,32.89,1.95,0.0
20151013:0848,601170.0,627.19,187.7,7.31,45.95,33.53,2.3,0.0
20151013:0948,468620.0,478.28,146.26,5.58,34.27,32.72,2.12,0.0
20151013:1048,261380.0,228.24,127.99,3.18,21.45,31.91,1.94,0.0
20151013:1148,27530.0,0.0,50.43,0.56,8.04,31.1,1.77,0.0
20151013:1248,0.0,0.0,0.0,0.0,0.0,29.56,1.81,0.0
20151013:1348,0.0,0.0,0.0,0.0,0.0,28.01,1.85,0.0
20151013:1448,0.0,0.0,0.0,0.0,0.0,26.47,1.89,0.0
20151013:1548,0.0,0.0,0.0,0.0,0.0,25.99,1.94,0.0
20151013:1648,0.0,0.0,0.0,0.0,0.0,25.5,1.98,0.0
20151013:1748,0.0,0.0,0.0,0.0,0.0,25.02,2.03,0.0
20151013:1848,0.0,0.0,0.0,0.0,0.0,24.63,2.01,0.0
20151013:1948,0.0,0.0,0.0,0.0,0.0,24.24,1.99,0.0
20151013:2048,0.0,0.0,0.0,0.0,0.0,23.85,1.97,0.0
20151013:2148,0.0,0.0,0.0,0.0,0.0,23.7,2.07,0.0
20151013:2248,0.0,0.0,0.0,0.0,0.0,23.55,2.17,0.0
20151013:2348,0.0,0.0,0.0,0.0,0.0,23.41,2.28,0.0
20151014:0048,0.0,0.0,0.0,0.0,0.0,24.73,1.95,0.0
20151014:0148,164380.0,139.95,90.65,1.76,13.37,26.06,1.63,0.0
20151014:0248,395570.0,387.33,129.57,4.21,26.56,27.38,1.31,0.0
20151014:0348,560270.0,579.58,162.79,6.3,38.97,29.33,1.81,0.0
20151014:0448,673950.0,731.74,181.62,7.92,49.83,31.29,2.31,0.0
20151014:0548,733260.0,813.22,195.87,8.87,57.54,33.24,2.81,0.0
20151014:0648,748820.0,845.87,187.5,9.16,59.57,33.6,2.95,0.0
20151014:0748,699380.0,755.83,200.15,8.53,54.92,33.95,3.08,0.0
20151014:0848,611700.0,649.21,174.55,7.35,45.65,34.3,3.21,0.0
20151014:0948,457030.0,442.61,163.95,5.41,34.02,33.15,2.71,0.0
20151014:1048,267230.0,244.31,119.67,3.21,21.23,32.0,2.2,0.0
20151014:1148,26230.0,0.0,48.59,0.54,7.84,30.84,1.7,0.0
20151014:1248,0.0,0.0,0.0,0.0,0.0,29.34,1.8,0.0
20151014:1348,0.0,0.0,0.0,0.0,0.0,27.83,1.91,0.0
20151014:1448,0.0,0.0,0.0,0.0,0.0,26.32,2.01,0.0
20151014:1548,0.0,0.0,0.0,0.0,0.0,25.84,2.16,0.0
20151014:1648,0.0,0.0,0.0,0.0,0.0,25.36,2.3,0.0
20151014:1748,0.0,0.0,0.0,0.0,0.0,24.89,2.44,0.0
20151014:1848,0.0,0.0,0.0,0.0,0.0,24.72,2.11,0.0
20151014:1948,0.0,0.0,0.0,0.0,0.0,24.56,1.77,0.0
20151014:2048,0.0,0.0,0.0,0.0,0.0,24.39,1.43,0.0
20151014:2148,0.0,0.0,0.0,0.0,0.0,24.29,1.58,0.0
20151014:2248,0.0,0.0,0.0,0.0,0.0,24.19,1.73,0.0
20151014:2348,0.0,0.0,0.0,0.0,0.0,24.09,1.88,0.0
20151015:0048,0.0,0.0,0.0,0.0,0.0,25.14,1.63,0.0
20151015:0148,162880.0,136.99,91.81,1.74,13.26,26.2,1.39,0.0
20151015:0248,384060.0,359.99,142.16,4.1,26.42,27.26,1.14,0.0
20151015:0348,553690.0,557.72,174.75,6.2,38.78,28.91,1.72,0.0
20151015:0448,668320.0,704.76,196.85,7.81,49.58,30.57,2.3,0.0
20151015:0548,724180.0,766.91,221.56,8.69,57.21,32.22,2.88,0.0
20151015:0648,701040.0,669.45,284.07,8.53,59.19,32.59,3.1,0.0
20151015:0748,703990.0,753.87,200.53,8.49,54.57,32.96,3.31,0.0
20151015:0848,615660.0,647.21,174.92,7.31,45.35,33.33,3.53,0.0
20151015:0948,468580.0,466.97,150.04,5.46,33.77,32.5,3.29,0.0
20151015:1048,264880.0,237.92,120.86,3.15,21.01,31.66,3.04,0.0
20151015:1148,22970.0,0.0,44.01,0.49,7.64,30.82,2.8,0.0
20151015:1248,0.0,0.0,0.0,0.0,0.0,29.48,2.64,0.0
20151015:1348,0.0,0.0,0.0,0.0,0.0,28.13,2.49,0.0
20151015:1448,0.0,0.0,0.0,0.0,0.0,26.79,2.33,0.0
20151015:1548,0.0,0.0,0.0,0.0,0.0,26.36,2.29,0.0
20151015:1648,0.0,0.0,0.0,0.0,0.0,25.93,2.25,0.0
20151015:1748,0.0,0.0,0.0,0.0,0.0,25.51,2.21,0.0
20151015:1848,0.0,0.0,0.0,0.0,0.0,25.08,2.09,0.0
20151015:1948,0.0,0.0,0.0,0.0,0.0,24.65,1.98,0.0
20151015:2048,0.0,0.0,0.0,0.0,0.0,24.22,1.86,0.0
20151015:2148,0.0,0.0,0.0,0.0,0.0,23.96,1.77,0.0
20151015:2248,0.0,0.0,0.0,0.0,0.0,23.7,1.68,0.0
20151015:2348,0.0,0.0,0.0,0.0,0.0,23.44,1.59,0.0
20151016:0048,0.0,0.0,0.0,0.0,0.0,24.85,1.71,0.0
20151016:0148,162540.0,136.99,91.02,1.72,13.14,26.27,1.83,0.0
20151016:0248,386210.0,359.57,142.55,4.08,26.27,27.68,1.94,0.0
20151016:0348,563980.0,578.55,163.56,6.25,38.59,28.68,2.09,0.0
20151016:0448,674170.0,716.86,189.83,7.82,49.33,29.68,2.24,0.0
20151016:0548,724090.0,765.96,221.97,8.66,56.88,30.68,2.39,0.0
20151016:0648,717390.0,723.85,255.21,8.69,58.82,30.95,2.44,0.0
20151016:0748,667520.0,643.31,259.47,8.07,54.23,31.22,2.5,0.0
20151016:0848,594510.0,587.38,206.28,7.07,45.06,31.49,2.55,0.0
20151016:0948,463130.0,456.55,154.5,5.39,33.52,30.82,2.11,0.0
20151016:1048,263830.0,236.23,121.22,3.12,20.79,30.15,1.68,0.0
20151016:1148,24430.0,0.0,45.84,0.51,7.45,29.48,1.24,0.0
20151016:1248,0.0,0.0,0.0,0.0,0.0,28.18,0.9,0.0
20151016:1348,0.0,0.0,0.0,0.0,0.0,26.88,0.55,0.0
20151016:1448,0.0,0.0,0.0,0.0,0.0,25.58,0.21,0.0
20151016:1548,0.0,0.0,0.0,0.0,0.0,25.01,0.62,0.0
20151016:1648,0.0,0.0,0.0,0.0,0.0,24.44,1.03,0.0
20151016:1748,0.0,0.0,0.0,0.0,0.0,23.88,1.43,0.0
20151016:1848,0.0,0.0,0.0,0.0,0.0,23.39,1.47,0.0
20151016:1948,0.0,0.0,0.0,0.0,0.0,22.91,1.5,0.0
20151016:2048,0.0,0.0,0.0,0.0,0.0,22.42,1.53,0.0
20151016:2148,0.0,0.0,0.0,0.0,0.0,22.2,1.45,0.0
20151016:2248,0.0,0.0,0.0,0.0,0.0,21.98,1.37,0.0
20151016:2348,0.0,0.0,0.0,0.0,0.0,21.77,1.28,0.0
20151017:0048,0.0,0.0,0.0,0.0,0.0,23.82,1.23,0.0
20151017:0148,171640.0,155.45,85.22,1.76,13.03,25.88,1.18,0.0
20151017:0248,390650.0,380.03,132.68,4.12,26.13,27.93,1.13,0.0
20151017:0348,557260.0,577.4,163.92,6.22,38.4,29.31,1.52,0.0
20151017:0448,666830.0,715.9,190.21,7.79,49.08,30.7,1.91,0.0
20151017:0548,730140.0,809.65,197.0,8.77,56.55,32.08,2.3,0.0
20151017:0648,743060.0,827.49,197.15,9.0,58.45,32.37,2.53,0.0
20151017:0748,681400.0,695.4,231.44,8.22,53.88,32.66,2.76,0.0
20151017:0848,584810.0,563.04,218.87,6.96,44.77,32.94,2.99,0.0
20151017:0948,460710.0,454.23,154.86,5.35,33.27,32.01,2.51,0.0
20151017:1048,259210.0,230.87,121.36,3.06,20.58,31.07,2.03,0.0
20151017:1148,21730.0,0.0,42.17,0.47,7.26,30.13,1.54,0.0
20151017:1248,0.0,0.0,0.0,0.0,0.0,28.71,1.85,0.0
20151017:1348,0.0,0.0,0.0,0.0,0.0,27.28,2.16,0.0
20151017:1448,0.0,0.0,0.0,0.0,0.0,25.86,2.47,0.0
20151017:1548,0.0,0.0,0.0,0.0,0.0,25.12,2.43,0.0
20151017:1648,0.0,0.0,0.0,0.0,0.0,24.37,2.4,0.0
20151017:1748,0.0,0.0,0.0,0.0,0.0,23.63,2.36,0.0
20151017:1848,0.0,0.0,0.0,0.0,0.0,23.21,2.25,0.0
20151017:1948,0.0,0.0,0.0,0.0,0.0,22.79,2.14,0.0
20151017:2048,0.0,0.0,0.0,0.0,0.0,22.37,2.03,0.0
20151017:2148,0.0,0.0,0.0,0.0,0.0,22.2,2.16,0.0
20151017:2248,0.0,0.0,0.0,0.0,0.0,22.03,2.29,0.0
20151017:2348,0.0,0.0,0.0,0.0,0.0,21.87,2.41,0.0
20151018:0048,0.0,0.0,0.0,0.0,0.0,23.77,2.32,0.0
20151018:0148,150350.0,116.73,93.89,1.61,12.91,25.67,2.23,0.0
20151018:0248,386120.0,358.69,142.18,4.03,25.98,27.57,2.14,0.0
20151018:0348,559460.0,577.46,163.19,6.18,38.21,29.06,1.77,0.0
20151018:0448,660830.0,714.91,190.59,7.76,48.82,30.55,1.39,0.0
20151018:0548,703220.0,779.34,213.26,8.64,56.22,32.04,1.02,0.0
20151018:0648,717450.0,825.54,197.51,8.96,58.08,32.2,0.83,0.0
20151018:0748,678680.0,778.07,184.74,8.47,53.54,32.36,0.64,0.0
20151018:0848,576240.0,607.27,193.68,7.07,44.48,32.52,0.46,0.0
20151018:0948,441510.0,428.27,167.4,5.23,33.03,31.93,0.7,0.0
20151018:1048,255850.0,229.09,121.7,3.03,20.37,31.34,0.94,0.0
20151018:1148,21650.0,0.0,42.17,0.47,7.07,30.74,1.19,0.0
20151018:1248,0.0,0.0,0.0,0.0,0.0,29.32,1.39,0.0
20151018:1348,0.0,0.0,0.0,0.0,0.0,27.9,1.6,0.0
20151018:1448,0.0,0.0,0.0,0.0,0.0,26.48,1.81,0.0
20151018:1548,0.0,0.0,0.0,0.0,0.0,25.7,1.86,0.0
20151018:1648,0.0,0.0,0.0,0.0,0.0,24.92,1.91,0.0
20151018:1748,0.0,0.0,0.0,0.0,0.0,24.14,1.96,0.0
20151018:1848,0.0,0.0,0.0,0.0,0.0,23.74,1.95,0.0
20151018:1948,0.0,0.0,0.0,0.0,0.0,23.34,1.95,0.0
20151018:2048,0.0,0.0,0.0,0.0,0.0,22.94,1.94,0.0
20151018:2148,0.0,0.0,0.0,0.0,0.0,22.86,1.93,0.0
20151018:2248,0.0,0.0,0.0,0.0,0.0,22.78,1.91,0.0
20151018:2348,0.0,0.0,0.0,0.0,0.0,22.7,1.89,0.0
20151019:0048,0.0,0.0,0.0,0.0,0.0,24.28,1.72,0.0
20151019:0148,159140.0,133.79,89.42,1.65,12.79,25.86,1.55,0.0
20151019:0248,363620.0,313.28,161.06,3.85,25.83,27.44,1.38,0.0
20151019:0348,547900.0,545.22,180.42,6.06,38.02,28.96,1.62,0.0
20151019:0448,649770.0,662.14,218.23,7.55,48.57,30.49,1.87,0.0
20151019:0548,679490.0,651.81,280.43,8.18,55.89,32.01,2.11,0.0
20151019:0648,716300.0,763.82,231.62,8.73,57.72,32.22,1.86,0.0
20151019:0748,676260.0,720.09,216.71,8.24,53.21,32.43,1.6,0.0
20151019:0848,584840.0,606.2,193.0,7.03,44.2,32.63,1.35,0.0
20151019:0948,431930.0,394.92,182.62,5.08,32.79,32.08,1.35,0.0
20151019:1048,92660.0,8.65,126.95,1.42,20.16,31.53,1.35,0.0
20151019:1148,20980.0,0.0,41.26,0.46,6.88,30.98,1.35,0.0
20151019:1248,0.0,0.0,0.0,0.0,0.0,29.75,1.56,0.0
20151019:1348,0.0,0.0,0.0,0.0,0.0,28.51,1.77,0.0
20151019:1448,0.0,0.0,0.0,0.0,0.0,27.28,1.99,0.0
20151019:1548,0.0,0.0,0.0,0.0,0.0,26.82,2.03,0.0
20151019:1648,0.0,0.0,0.0,0.0,0.0,26.36,2.07,0.0
20151019:1748,0.0,0.0,0.0,0.0,0.0,25.91,2.11,0.0
20151019:1848,0.0,0.0,0.0,0.0,0.0,25.57,2.03,0.0
20151019:1948,0.0,0.0,0.0,0.0,0.0,25.24,1.95,0.0
20151019:2048,0.0,0.0,0.0,0.0,0.0,24.91,1.88,0.0
20151019:2148,0.0,0.0,0.0,0.0,0.0,24.72,2.08,0.0
20151019:2248,0.0,0.0,0.0,0.0,0.0,24.53,2.28,0.0
20151019:2348,0.0,0.0,0.0,0.0,0.0,24.35,2.48,0.0
20151020:0048,0.0,0.0,0.0,0.0,0.0,25.35,2.49,0.0
20151020:0148,136840.0,98.7,94.48,1.5,12.67,26.36,2.5,0.0
20151020:0248,231350.0,98.41,204.47,2.81,25.68,27.37,2.51,0.0
20151020:0348,545570.0,523.91,191.14,5.97,37.82,29.03,2.43,0.0
20151020:0448,670110.0,712.89,191.36,7.7,48.31,30.69,2.34,0.0
20151020:0548,718730.0,776.23,215.15,8.58,55.57,32.34,2.26,0.0
20151020:0648,738440.0,838.02,188.58,8.93,57.35,32.38,2.06,0.0
20151020:0748,682100.0,731.97,208.69,8.24,52.87,32.41,1.87,0.0
20151020:0848,530780.0,446.49,269.4,6.41,43.92,32.44,1.67,0.0
20151020:0948,405410.0,326.64,211.4,4.79,32.55,31.67,1.71,0.0
20151020:1048,242980.0,200.5,130.41,2.86,19.96,30.9,1.74,0.0
20151020:1148,20440.0,0.0,40.34,0.45,6.7,30.12,1.78,0.0
